topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
13,py_work_hours2,"FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,range,close,BinaryOperation,FunctionCall,IOError,int,input,FunctionDefinition,print,float,len,str,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,FloatLiteral,StringLiteral,ValueError","ClosingFile,SingleForLoopIteration,TransformingToFloatType,FindingLength,TransformingToIntType,AssigningValueVariable,Addition,HandlingInput,CallingLibraryFunction,ReadingLine,TransformingToStringType,ChangingValueVariable,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,OpeningFile,Concatenation,ForLoopWithListIndexing,ForLoopWith,CreatingString,CallingSimpleFunction,NestedForLoopIteration","Add,Assign,Attribute,AugAssign,Call,Constant,ExceptHandler,For,FunctionDef,Try,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElifElseStatement,IfElseStatement,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,OSError,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,TryStatement,ValueError,close,float,in,input,int,len,open,print,range,split,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,ClosingFile,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingSpecificError,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SplittingString,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable","function definition,input and output operations,arithmetic operations,error management,file input/output operations,loop iteration,type conversion,string operations"
13,py_file_input_stat,"FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,IntegerLiteral,close,BinaryOperation,FunctionCall,IOError,FunctionDefinition,print,Larger,ComparisonExpression,len,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement,IfStatement","TransformingToStringType,ClosingFile,FindingLength,AssigningValueVariable,IfCheckingInForLoop,NestedForLoopIteration,Addition,CreatingString,CallingLibraryFunction,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,ChangingValueVariable,DefiningSimpleFunction,OpeningFile,ForLoopWith,NestedFunctionCall,ReadingLine,Concatenation","ExceptHandler,Gt,FALSE,For,Int,Attribute,AugAssign,While,Try,Add,Call,Str,arg,Not,Return,TRUE,Assign,FunctionDef,If","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,Larger,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,OSError,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,TryStatement,close,in,len,open,print,split,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,ClosingFile,Concatenation,DefiningStandardFunction,FindMaximum,FindingLength,ForLoopWith+=,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingInput,HandlingSpecificError,HandlingStandardFunction,HandlingString,IfCheckingInForLoop,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SplittingString,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,conditional branching structures,error management,length determination,file input/output operations,loop iteration,string operations"
13,py_input_stat2,"WhileStatement,FileNotFoundError,AugmentedAssignmentStatement,split,TryStatement,ForStatement,open,IntegerLiteral,close,BinaryOperation,FunctionCall,IOError,input,FunctionDefinition,not,print,ReturnStatement,BooleanLiteral,Larger,ComparisonExpression,len,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement,UnaryOperation,IfStatement,BooleanOperation","TransformingToStringType,ClosingFile,SingleWhileLoopIteration,NestedFunctionCall,FindingLength,AssigningValueVariable,HandlingInput,NestedForLoopIteration,IfCheckingInForLoop,CreatingString,Addition,CallingLibraryFunction,BooleanEvaluating,HandlingSpecificError,SplittingString,Printing,DefiningSimpleFunction,OpeningFile,ForLoopWith,ChangingValueVariable,SingleForLoopIteration,ReadingLine,Concatenation","Add,Assign,Attribute,AugAssign,Call,Constant,ExceptHandler,For,FunctionDef,Gt,If,Not,Return,Try,While,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,Error,ExceptionHandlingStatement,ExpressionStatement,FileMethod,FileNotFoundError,ForStatement,FunctionCall,FunctionDefinition,IOError,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,JumpStatement,Larger,Literal,LogicalExpression,LogicalOperator,NumericLiteral,OSError,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,TryStatement,UnaryOperation,WhileStatement,close,input,len,not,open,print,split,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,ClosingFile,Concatenation,CreatingString,DefiningStandardFunction,FindMaximum,FindingLength,ForLoopWith+=,ForLoopWithUpdate,HandlingError,HandlingFile,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingSpecificError,HandlingStandardFunction,HandlingString,IfChecking,IfCheckingInForLoop,IfElifChecking,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,NonNestedIteration,OpeningFile,Printing,Python,ReadingLine,SingleForLoopIteration,SingleWhileLoopIteration,SplittingString,TransformingToStringType,UpdatingVariable","input and output operations,variable manipulation,error management,length determination,file input/output operations,loop iteration,comparison operation,string operations"
14,ps_python_class_person,"ClassDefinition,print,ReturnStatement,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,init","CallingObjectMethod,DefiningObjectMethod,DefiningClass,AssigningValueVariable,CreatingObject,CallingLibraryFunction,Printing,Concatenation,NestedFunctionCall","Return,Attribute,ClassDef,Add,Call,Str,arg,Assign,FunctionDef","ArtithmeticOperator,AssignmentStatement,BuiltInFunction,Call,ClassDefinition,ClassMethod,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,JumpStatement,Literal,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,__init,__,print","AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,Concatenation,CreatingObject,CreatingString,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,Printing,Python,TransformingToStringType","method parameter,function call,object-oriented programming fundamentals,attribute management,string operations"
14,ps_python_class_point,"ClassDefinition,FunctionDefinition,ReturnStatement,ImportStatement,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,FunctionCall,init","Importing,DefiningObjectMethod,Multiplication,DefiningClass,Addition,AssigningValueVariable,Substraction,CallingLibraryFunction","Return,Sub,Attribute,ClassDef,alias,Add,Call,ImportFrom,arg,Mult,Assign,FunctionDef","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,ImportFrom,ImportStatement,JumpStatement,Operator,ReturnStatement,SimpleAssignmentStatement,Statement","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,ManagingVariable,Multiplication,Substraction","object-oriented programming fundamentals,import statement,arithmetic operatons,mathematical functions,programming syntax elements,return and output"
14,ae_adl_objects1,"IntegerLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement","AssigningValueVariable,CreatingObject,CallingLibraryFunction,Printing,CallingObjectMethod","Attribute,Call,Assign,Int","AssignmentStatement,BuiltInFunction,Call,ClassMethod,ExpressionStatement,FunctionCall,IntegerLiteral,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,__init,__,print","AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingObject,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,ManagingVariable,Printing,Python","input and output operations,value update and accumulation,method parameter,variable manipulation,function call,object-oriented programming fundamentals"
14,ae_adl_objects2,"ClassDefinition,min,FunctionDefinition,print,ReturnStatement,IntegerLiteral,Less,BooleanLiteral,Larger,ComparisonExpression,IfStatement,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","DefiningObjectMethod,DefiningClass,IfChecking,Addition,AssigningValueVariable,CreatingObject,CallingLibraryFunction,BooleanEvaluating,Printing,FindMinimum,CallingObjectMethod,Substraction","Add,Assign,ClassDef,Call,Attribute,Lt,False,Int,True,Gt,If,arg,Sub,Return,FunctionDef","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,__init,__,min,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FindMaximum,FindMinimum,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,IfChecking,IfElifElseChecking,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","input and output operations,conditional branching structures,assignment patterns,boolean operation,value update and accumulation,method parameter,attribute management,comparison operation,arithmetic operatons,min/max function usage,function call,function definition,object-oriented programming fundamentals"
14,ae_adl_objects3,"ClassDefinition,FunctionDefinition,print,ReturnStatement,AugmentedAssignmentStatement,FunctionCall,DictLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IntegerLiteral,init","DefiningObjectMethod,DefiningClass,AccessingDictionary,Addition,CreatingObject,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingDictionary,AddingItemToDictionary,CallingObjectMethod,IndexingDictionary,ChangingValueDictionaryElement,Substraction","FunctionDef,Index,AugAssign,Add,arg,Call,Assign,Attribute,Int,Return,ClassDef,Sub,Dict","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,DictLiteral,ExpressionStatement,FunctionCall,FunctionDefinition,IndexingExpression,IntegerLiteral,JumpStatement,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,dict,print","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingDictionary,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingDictionary,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,IndexingDictionary,IndexingList,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","input and output operations,assignment patterns,value update and accumulation,method parameter,function call,dictionary operations,function definition,object-oriented programming fundamentals"
14,q_topic_classes_objects:q_py_inheritance_animal1,"ClassDefinition,print,ReturnStatement,IntegerLiteral,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","DefiningObjectMethod,DefiningClass,Multiplication,AssigningValueVariable,CreatingObject,CallingLibraryFunction,Printing,DefiningSimpleFunction,CallingObjectMethod,NestedFunctionCall,CallingSimpleFunction","Assign,Attribute,Call,ClassDef,Constant,FunctionDef,Mult,Return,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,print","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,ManagingVariable,Multiplication,Printing,Python,UpdatingVariable","function call,object-oriented programming fundamentals,arithmetic operations,variable manipulation,string operations,return and output"
14,q_topic_classes_objects:q_py_obj_account1,"ClassDefinition,FunctionDefinition,print,ReturnStatement,IntegerLiteral,AugmentedAssignmentStatement,FunctionCall,DictLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,init","DefiningClass,Addition,CreatingObject,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingDictionary,AddingItemToDictionary,CallingObjectMethod,IndexingDictionary,ChangingValueDictionaryElement,Substraction,CallingSimpleFunction,AccessingDictionary,DefiningObjectMethod","Add,Assign,Attribute,AugAssign,Call,ClassDef,Constant,Dict,FunctionDef,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,DictLiteral,ExpressionStatement,FunctionCall,FunctionDefinition,IndexingExpression,IntegerLiteral,JumpStatement,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,dict,int,print","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingDictionary,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingDictionary,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingTuple,IndexingDictionary,IndexingList,IndexingTuple,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","dictionary operations,method parameter,function call,input and output operations,object-oriented programming fundamentals,arithmetic operations,variable manipulation"
14,q_topic_classes_objects:q_py_obj_bus1,"ClassDefinition,min,FunctionDefinition,print,ReturnStatement,IntegerLiteral,Less,BooleanLiteral,Larger,ComparisonExpression,IfStatement,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,init","DefiningClass,IfChecking,Addition,CreatingObject,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,DefiningSimpleFunction,FindMinimum,CallingObjectMethod,CallingSimpleFunction,DefiningObjectMethod,Substraction","Add,Assign,Attribute,Call,ClassDef,Constant,FunctionDef,Gt,If,Lt,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,__init,__,min,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FindMaximum,FindMinimum,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,IfChecking,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","method parameter,function call,input and output operations,min/max function usage,object-oriented programming fundamentals,variable manipulation,conditional branching structures,numerical types,comparison operation,return and output"
14,q_topic_classes_objects:q_py_obj_car1,"min,ClassDefinition,FunctionDefinition,print,ReturnStatement,IntegerLiteral,Less,ComparisonExpression,IfStatement,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,init","DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,BooleanEvaluating,Printing,FindMinimum,CallingObjectMethod,BooleanLiteral","Add,Assign,Attribute,Call,ClassDef,Constant,FunctionDef,If,Lt,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,min,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FindMaximum,FindMinimum,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,IfChecking,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operations"
14,q_topic_classes_objects:q_py_obj_car2,"ClassDefinition,min,FunctionDefinition,print,ReturnStatement,IntegerLiteral,Less,BooleanLiteral,Larger,ComparisonExpression,IfStatement,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,init","DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,BooleanEvaluating,Printing,FindMinimum,CallingObjectMethod,Substraction,NestedFunctionCall","Add,Assign,Attribute,Call,ClassDef,Constant,FunctionDef,Gt,If,Lt,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,__init,__,min,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FindMinimum,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,IfChecking,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","function call,function definition,input and output operations,min/max function usage,arithmetic operations,conditional branching structures,variable manipulation"
14,q_topic_classes_objects:q_py_obj_point1,"ClassDefinition,FunctionDefinition,print,ReturnStatement,IntegerLiteral,IfElifElseStatement,Larger,ComparisonExpression,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,init","DefiningObjectMethod,DefiningClass,CreatingObject,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,DefiningSimpleFunction,IfElifElseChecking,CallingObjectMethod,Substraction,CallingFunctionCallingFunction,DefiningFunctionCallingFunction","Assign,Attribute,Call,ClassDef,Constant,FunctionDef,Gt,If,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElifElseStatement,IfElseStatement,IntegerLiteral,JumpStatement,Larger,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,__init,__,print","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,IfElifChecking,IfElifElseChecking,IfElseChecking,ManagingVariable,Printing,Python,Substraction,UpdatingVariable","function call,variable manipulation,indexing operations,list operations,numerical types"
14,q_topic_classes_objects:q_py_obj_student1,"FloatLiteral,IfStatement,ForStatement,range,FunctionCall,append,ClassDefinition,FunctionDefinition,print,ReturnStatement,float,Larger,ComparisonExpression,len,ListLiteral,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IntegerLiteral,init,int","SingleForLoopIteration,DefiningObjectMethod,TransformingToFloatType,FindingLength,DefiningClass,AddingListElementWithAppend,Addition,AssigningValueVariable,IfCheckingInForLoop,CallingLibraryFunction,CreatingObject,BooleanEvaluating,Printing,DefiningSimpleFunction,CreatingList,Division,CallingObjectMethod,IndexingList,ForLoopWithListIndexing,Substraction,TransformingToIntType,CallingSimpleFunction","Add,Assign,Attribute,Call,ClassDef,Constant,Div,For,FunctionDef,Gt,If,List,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,Larger,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,__init,__,append,float,int,len,print,range","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CheckingInForLoop,CreatingList,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,Division,FindMaximum,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFloat,HandlingFunction,HandlingInteger,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,Substraction,TransformingToFloatType,TransformingToIntType,UpdatingVariable","function call,arithmetic operations,variable manipulation,string operations"
14,objects_classes_point,"ClassDefinition,print,ReturnStatement,AugmentedAssignmentStatement,FunctionCall,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IntegerLiteral,StringLiteral","DefiningObjectMethod,DefiningClass,Addition,CreatingObject,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,ChangingValueVariable,Printing,CallingObjectMethod,NestedFunctionCall,Concatenation","Float,Return,Int,Attribute,AugAssign,ClassDef,Add,Pow,Call,Mult,Str,arg,Assign,FunctionDef","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,TransformingToStringType,UpdatingVariable","object-oriented programming fundamentals,arithmetic operations,attribute management,string operations,return and output"
14,objects_classes_tv,"ClassDefinition,print,ReturnStatement,Less,LessOrEqual,AugmentedAssignmentStatement,BooleanLiteral,Larger,LargerOrEqual,FunctionCall,StringLiteral,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,IfStatement,IntegerLiteral,ComparisonExpression,BooleanOperation,and","CallingObjectMethod,DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,TransformingToStringType,BooleanEvaluating,Printing,Concatenation,NestedFunctionCall,CreatingString,Substraction","And,Gt,Return,Sub,Int,Attribute,AugAssign,ClassDef,Lt,Str,Call,USub,LtE,arg,FALSE,Add,If,TRUE,Assign,FunctionDef,GtE",,,"logical operators,method parameter,object-oriented programming fundamentals,variable manipulation,conditional branching structures,attribute management,comparison operation,string operations,return and output"
14,objects_classes_account,"format,ComparisonExpression,Larger,FunctionCall,and,BinaryOperation,SimpleAssignmentStatement,StringLiteral,print,FunctionDefinition,LargerOrEqual,UnaryOperation,ExpressionStatement,ReturnStatement,FloatLiteral,ClassDefinition,AugmentedAssignmentStatement,IntegerLiteral,IfStatement","DefiningObjectMethod,Printing,BooleanEvaluating,IfChecking,CreatingObject,Multiplication,NestedFunctionCall,Substraction,CallingObjectMethod,AssigningValueVariable,Addition,DefiningClass,ChangingValueVariable,FormattingString,CallingLibraryFunction","Return,GtE,Int,Attribute,AugAssign,ClassDef,Float,Lt,Call,USub,Str,arg,Add,Mult,Assign,FunctionDef,Sub,And,If,Gt","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,__init,__,and,format,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,CreatingList,CreatingObject,CreatingString,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FormattingString,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,Substraction,UpdatingVariable","object-oriented programming fundamentals,arithmetic operations,conditional branching structures,attribute management,string operations"
