individual_name,bundle_name,type,topic,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
py_search_list_total_count,py_search_list,PCEX Challenge,Lists,"IfStatement,ForStatement,print,AugmentedAssignmentStatement,ComparisonExpression,BinaryOperation,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,UnaryOperation,IntegerLiteral","SingleForLoopIteration,AssigningValueVariable,NestedForLoopIteration,IfCheckingInForLoop,Addition,CallingLibraryFunction,ChangingValueVariable,BooleanEvaluating,Printing,DefiningSimpleFunction,CreatingList,ForLoopWith,CallingSimpleFunction","Assign,List,FunctionDef,Constant,Eq,AugAssign,Add,If,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,float,list,print","AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,CreatingList,DefiningStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,IfChecking,IfCheckingInForLoop,IndexingList,ManagingVariable,NestedForLoopIteration,NestedLoopIteration,Printing,Python,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,indexing operations,list operations,length determination,loop iteration"
py_search_list_count_each,py_search_list,PCEX Challenge,Lists,"ForStatement,FloatLiteral,print,IntegerLiteral,BinaryOperation,AugmentedAssignmentStatement,ComparisonExpression,in,len,IfStatement,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,index","FindingLength,AssigningValueVariable,IfCheckingInForLoop,NestedForLoopIteration,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,DefiningSimpleFunction,CreatingList,ForLoopWith,ChangingValueListElement,Addition,CreatingString,CallingSimpleFunction,Multiplication","Assign,Attribute,FunctionDef,Constant,Eq,Mult,AugAssign,Add,If,List,arg,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,len,list,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingList,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Multiplication,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,Conditional Branching Structures,indexing operations,list operations,loop iteration"
py_concat_str_num1,py_concat_str_num,PCEX Example,Strings,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,Printing,Concatenation,NestedFunctionCall,TransformingToStringType","Add,Call,Constant,Assign","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,variable manipulation,arithmetic operatons,type conversion,string operations"
py_concat_str_num2,py_concat_str_num,PCEX Challenge,Strings,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Multiplication,Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Concatenation,NestedFunctionCall","Assign,Constant,Mult,Add,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Printing,Python,TransformingToStringType","function call,variable manipulation,arithmetic operatons,type conversion,string operations"
py_concat_string_num3,py_concat_str_num,PCEX Challenge,Strings,"print,IntegerLiteral,BinaryOperation,FunctionCall,StringLiteral,str,SimpleAssignmentStatement,ExpressionStatement","Addition,AssigningValueVariable,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Concatenation,NestedFunctionCall","Add,Call,Constant,Assign","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IntegerLiteral,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,HandlingFunction,HandlingStandardFunction,HandlingString,ManagingVariable,Printing,Python,TransformingToStringType,UpdatingVariable","function call,variable manipulation,arithmetic operatons,type conversion,string operations"
py_temperature_above_average,py_temperature,PCEX Example,Lists,"ForStatement,range,print,BinaryOperation,int,AugmentedAssignmentStatement,input,IfElseStatement,float,ComparisonExpression,IfStatement,ListLiteral,FunctionCall,append,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral,Larger","SingleForLoopIteration,TransformingToFloatType,AddingListElementWithAppend,TransformingToIntType,IfElseChecking,AssigningValueVariable,HandlingInput,Addition,CallingLibraryFunction,ChangingValueVariable,BooleanEvaluating,Printing,CreatingList,Division,ForLoopWith,IfCheckingInForLoop","Gt,Assign,Attribute,Constant,Eq,AugAssign,Add,If,List,Call,For,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,Larger,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,append,float,input,int,list,print,range","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,CreatingList,Division,ForLoopWith+=,ForLoopWithUpdate,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,IfChecking,IfCheckingInForLoop,IfElifElseChecking,IfElseChecking,IndexingList,ManagingVariable,NestedFunctionCall,NonNestedIteration,Printing,Python,ReadingLine,SingleForLoopIteration,TransformingToFloatType,TransformingToIntType,UpdatingVariable","input and output operations,variable manipulation,indexing operations,list operations,loop iteration,type conversion,comparison operation,string operations"
py_temperature_list_days_above_threshold,py_temperature,PCEX Challenge,Lists,"ForStatement,range,print,BinaryOperation,int,input,float,ComparisonExpression,len,IfStatement,ListLiteral,FunctionCall,append,str,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,StringLiteral,Larger","SingleForLoopIteration,TransformingToFloatType,AddingListElementWithAppend,TransformingToIntType,FindingLength,AssigningValueVariable,HandlingInput,IfCheckingInForLoop,Addition,CallingLibraryFunction,TransformingToStringType,BooleanEvaluating,Printing,CreatingList,Concatenation,IndexingList,ForLoopWithListIndexing,NestedFunctionCall","Gt,Assign,Attribute,Constant,Add,If,List,Call,For","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,float,input,int,len,print,range,str","AddingListElement,AddingListElementWithAppend,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,Concatenation,CreatingList,CreatingString,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingTuple,ManagingVariable,NestedFunctionCall,NonNestedIteration,Printing,Python,ReadingLine,SingleForLoopIteration,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable","Conditional Branching Structures,indexing operations,list operations,loop iteration,type conversion,comparison operation,string operations"
py_concat_char_two_str1,py_concat_char_two_str,PCEX Example,Strings,"print,ReturnStatement,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,ExpressionStatement,IndexingExpression,SlicingExpression","CallingLibraryFunction,CreatingString,Printing,DefiningSimpleFunction,Concatenation,IndexingString,SlicingString,CallingSimpleFunction","Slice,FunctionDef,Constant,Add,Return,arg,Call","ArithmeticExpression,ArtithmeticOperator,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,JumpStatement,Literal,ReturnStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingTuple,ManagingVariable,Printing,Python,SlicingList,SlicingString,TransformingToStringType","function call,function definition,variable manipulation,string operations,return and output"
py_concat_char_two_str2,py_concat_char_two_str,PCEX Challenge,Strings,"print,ReturnStatement,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,SlicingExpression","AssigningValueVariable,CallingLibraryFunction,CreatingString,Printing,DefiningSimpleFunction,Concatenation,SlicingString,NestedFunctionCall,CallingSimpleFunction","Assign,Slice,FunctionDef,Constant,Add,Return,arg,Call","ArtithmeticOperator,AssignmentStatement,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,JumpStatement,Literal,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,SubscriptExpression,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingString,DefiningStandardFunction,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,ManagingVariable,Printing,Python,SlicingList,SlicingString,SwappingVariablesValue,TransformingToStringType","function call,function definition,variable manipulation,string operations,return and output"
py_sum_list_elements,py_list_process_elements,PCEX Example,Lists,"ForStatement,print,AugmentedAssignmentStatement,BinaryOperation,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral","SingleForLoopIteration,Addition,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,Printing,DefiningSimpleFunction,CreatingList,IndexingList,ForLoopWith,CallingSimpleFunction","Assign,List,FunctionDef,Constant,AugAssign,Add,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,list,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingList,DefiningStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","function call,function definition,variable manipulation,arithmetic operatons,Conditional Branching Structures,list operations,loop iteration,comparison operation,string operations"
py_average_list_elements,py_list_process_elements,PCEX Challenge,Lists,"ForStatement,print,AugmentedAssignmentStatement,IfElseStatement,ComparisonExpression,len,BinaryOperation,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IntegerLiteral,StringLiteral","SingleForLoopIteration,FindingLength,IfElseChecking,Addition,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,BooleanEvaluating,Printing,DefiningSimpleFunction,CreatingList,Division,ForLoopWith,CallingSimpleFunction","Assign,List,FunctionDef,Constant,Eq,AugAssign,Add,If,For,arg,Call,Div","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,in,len,list,print","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CreatingList,DefiningStandardFunction,Division,FindingLength,ForLoopWith+=,ForLoopWithUpdate,HandlingFloat,HandlingFunction,HandlingList,HandlingStandardFunction,IfElifElseChecking,IfElseChecking,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,TransformingToFloatType,UpdatingVariable","function call,function definition,variable manipulation,arithmetic operatons,Conditional Branching Structures,error management,loop iteration,string operations"
py_list_rotate_left,py_list_rotate,PCEX Example,Lists,"ForStatement,range,print,ReturnStatement,len,BinaryOperation,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ForLoopWith,ChangingValueListElement,Substraction,NestedFunctionCall,CallingSimpleFunction,Addition","Assign,List,FunctionDef,Constant,Sub,Add,Return,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,len,list,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IndexingList,IndexingString,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,indexing operations,length determination,loop iteration,range function usage,return and output"
py_list_rotate_left_twice,py_list_rotate,PCEX Challenge,Lists,"ForStatement,range,print,ReturnStatement,len,BinaryOperation,ListLiteral,FunctionCall,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","SingleForLoopIteration,FindingLength,Addition,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ChangingValueListElement,Substraction,CallingSimpleFunction","Assign,List,FunctionDef,Constant,Sub,Add,Return,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,len,list,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,indexing operations,length determination,loop iteration,range function usage,return and output"
py_list_rotate_right,py_list_rotate,PCEX Challenge,Lists,"ForStatement,FunctionDefinition,range,print,ReturnStatement,IntegerLiteral,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,StringLiteral","SingleForLoopIteration,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ChangingValueListElement,Substraction,CreatingString,CallingSimpleFunction","USub,Assign,List,FunctionDef,Constant,Sub,Return,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,len,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,indexing operations,list operations,length determination,loop iteration,range function usage"
py_list_rotate_right_twice,py_list_rotate,PCEX Challenge,Lists,"ForStatement,FunctionDefinition,range,print,ReturnStatement,IntegerLiteral,len,BinaryOperation,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,ComparisonExpression","SingleForLoopIteration,FindingLength,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingList,ForLoopWithListIndexing,ChangingValueListElement,NestedFunctionCall,Substraction,CallingSimpleFunction","USub,Assign,List,FunctionDef,Constant,Sub,Return,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,Error,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexError,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,LiteralCollection,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,SubscriptExpression,in,len,list,print,range","ArithmeticOperation,AssigningVariable,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingStandardFunction,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingFunctionCallingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,Substraction,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,indexing operations,list operations,length determination,loop iteration,range function usage"
py_str_count1,py_str_count,PCEX Example,Strings,"ForStatement,FunctionDefinition,range,print,lower,BinaryOperation,ReturnStatement,AugmentedAssignmentStatement,ComparisonExpression,len,IfStatement,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,SlicingExpression,IntegerLiteral","ConvertStringToLowerCase,SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,Addition,CallingLibraryFunction,ChangingValueVariable,BooleanEvaluating,Printing,DefiningSimpleFunction,IndexingString,SlicingString,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,Substraction,CreatingString,CallingSimpleFunction","Assign,Attribute,Slice,FunctionDef,Constant,Sub,Eq,AugAssign,Add,Return,If,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,Less,Literal,LogicalExpression,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,StringMethod,SubscriptExpression,len,lower,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,ConvertStringToLowerCase,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,ModifyingStringCase,NestedFunctionCall,NonNestedIteration,Python,SingleForLoopIteration,SlicingList,SlicingString,Substraction,TransformingToStringType,UpdatingVariable","logical operators,function call,variable manipulation,Conditional Branching Structures,range function usage,length determination,loop iteration,comparison operation,string operations,return and output"
py_str_count2,py_str_count,PCEX Challenge,Strings,"ForStatement,FunctionDefinition,range,print,lower,BinaryOperation,ReturnStatement,AugmentedAssignmentStatement,ComparisonExpression,len,IfStatement,FunctionCall,StringLiteral,and,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,SlicingExpression,IntegerLiteral,BooleanOperation","ConvertStringToLowerCase,SingleForLoopIteration,FindingLength,AssigningValueVariable,IfCheckingInForLoop,Addition,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,DefiningSimpleFunction,IndexingString,SlicingString,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,CreatingString,CallingSimpleFunction,Printing","Assign,And,Slice,Attribute,FunctionDef,Constant,Sub,Eq,AugAssign,Add,Return,If,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,SlicingExpression,Statement,StringLiteral,StringMethod,SubscriptExpression,and,len,lower,print,range","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,ConvertStringToLowerCase,CreatingString,DefiningStandardFunction,FindMinimum,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingList,IndexingString,IndexingTuple,ManagingVariable,ModifyingStringCase,NestedFunctionCall,NonNestedIteration,Printing,Python,SingleForLoopIteration,SlicingList,SlicingString,Substraction,TransformingToStringType,UpdatingVariable","comparison operation,function call,function definition,variable manipulation,arithmetic operatons,Conditional Branching Structures,length determination,loop iteration,range function usage,string operations,return and output"
py_str_repeat1,py_str_repeat_chars,PCEX Example,Strings,"ForStatement,print,AugmentedAssignmentStatement,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement","SingleForLoopIteration,Multiplication,AssigningValueVariable,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,DefiningSimpleFunction,IndexingString,ForLoopWith,Concatenation,Addition,CallingSimpleFunction","Assign,FunctionDef,Constant,Mult,AugAssign,Add,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IterationStatement,Literal,Operator,SimpleAssignmentStatement,Statement,StringLiteral,print","AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,ForLoopWith*=,ForLoopWith+=,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NonNestedIteration,Power,Printing,Python,SingleForLoopIteration,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,indexing operations,numerical types,loop iteration,range function usage,string operations"
py_str_repeat2,py_str_repeat_chars,PCEX Challenge,Strings,"ForStatement,range,print,AugmentedAssignmentStatement,len,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,Multiplication,FindingLength,AssigningValueVariable,CallingLibraryFunction,CreatingString,ChangingValueVariable,Printing,DefiningSimpleFunction,IndexingString,ForLoopWithListIndexing,ForLoopWith,Addition,Concatenation,CallingSimpleFunction","Assign,FunctionDef,Constant,Mult,AugAssign,Add,For,arg,Call","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IndexingExpression,IntegerLiteral,IterationStatement,Literal,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,len,print,range","AddingListElement,AddingListElementWithAppend,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Multiplication,NonNestedIteration,Printing,Python,SingleForLoopIteration,SlicingString,TransformingToStringType,UpdatingVariable","function call,function definition,input and output operations,variable manipulation,arithmetic operatons,indexing operations,loop iteration,range function usage,string operations"
